state,party4
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,republican
pennsylvania,other\no preference\dk\refused
pennsylvania,republican
pennsylvania,republican
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,other\no preference\dk\refused
pennsylvania,other\no preference\dk\refused
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,other\no preference\dk\refused
pennsylvania,independent
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
indiana,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,other\no preference\dk\refused
pennsylvania,independent
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,other\no preference\dk\refused
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
delaware,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,other\no preference\dk\refused
pennsylvania,independent
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,republican
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,independent
pennsylvania,democrat
pennsylvania,republican
pennsylvania,democrat
pennsylvania,republican
pennsylvania,independent
pennsylvania,republican
pennsylvania,democrat
pennsylvania,other\no preference\dk\refused
pennsylvania,republican
pennsylvania,republican
pennsylvania,independent
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,democrat
pennsylvania,independent
pennsylvania,democrat
pennsylvania,independent
pennsylvania,other\no preference\dk\refused
pennsylvania,republican
pennsylvania,democrat
pennsylvania,independent
pennsylvania,republican
delaware,other\no preference\dk\refused
delaware,democrat
delaware,republican
delaware,democrat
delaware,other\no preference\dk\refused
delaware,democrat
delaware,independent
